MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,LABELS
5.0609567901234565,5.0609567901234565,1.083333333333333,-1.083333333333333,0.44517055677341283,12.0,133.405,130.381,131.930033136,32,0,0.18738218534988657,-0.08401345114285742,0.18738218534988657,0.08401345114285742,1.2,1.2,1.2,35.58251269693426,10.948043612920207,2.065641219022883,-1.9426904303137371,2.228453532548324,-1.8709553521566098,6.66709144898045,1.2681777924179811,0.7219280948873623,3.0237157840738176,15.509775004326936,4.5,2.633893419027682,4.9016802570830444,2.0,1.066946709513841,2.2008401285415222,0.7812324237995549,3.629411557112951,0.0,0.0,0.0,0.0,0.8699999999999999,3.6096404744368114,5.87,1.5453875784214643,52.99736160655306,46.013991822871176,0.0,0.0,3.792535935529771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,6.923737199690624,0.0,0.0,0.0,34.802819670697545,0.0,0.0,0.0,10.716273135220394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.802819670697545,3.792535935529771,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,0.0,3.792535935529771,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,0.0,0.0,34.802819670697545,-1.083333333333333,15.18287037037037,0.0,0.0,0.0,0.0,0.0,0.0,1.4837962962962963,0.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.814285017066799,0,2.376500000000001,25.963999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.0
4.845679012345679,4.845679012345679,0.1111111111111116,0.1111111111111116,0.4327983643519247,6.5,96.944,94.928,95.953355424,24,0,0.09918403887268369,-0.07155530834151903,0.09918403887268369,0.07155530834151903,1.5,1.5,1.5,35.53908683371098,11.261433577606123,1.5984486866318228,-1.568301842302062,1.9805437078503085,-1.2390233308251917,6.550490193907244,2.4536328928354503,0.8112781244591328,2.8030394876740514,23.019550008653873,3.5773502691896257,1.963035727205002,3.474893619241911,1.7320508075688772,0.731517863602501,1.4874468096209554,0.33868981334099574,1.444640868594416,0.0,0.0,0.0,0.0,0.31999999999999995,3.2451124978365313,4.320000000000001,1.621204819277109,39.476250000000036,35.02112256380526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.78081546406353,0.0,0.0,4.491468174157927,0.0,23.20187978046503,0.0,0.0,0.0,0.0,0.0,11.070403857756425,0.0,0.0,0.0,0.0,0.0,23.20187978046503,0.0,0.0,0.0,0.0,11.070403857756425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.491468174157927,0.0,0.0,0.0,0.0,0.0,6.578935683598497,23.20187978046503,0.1111111111111116,9.691358024691358,0.0,0.0,0.0,0.0,0.0,0.0,3.0864197530864197,0.0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.750901204819278,0,1.9352,20.845999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0
3.298611111111111,3.298611111111111,1.7638888888888888,1.7638888888888888,0.36602345173393347,4.25,54.092,48.044,54.046950192,22,0,-0.03934352987023124,-0.1333613946823819,0.1333613946823819,0.03934352987023124,2.0,2.25,2.25,13.318687870871226,10.705019941459845,1.2418651508035228,-1.3742446222836278,1.4600558129402406,-1.1536481809914854,4.6687813645014575,1.7815428166233471,1.370950594454669,3.108612296674136,38.0,3.414213562373095,2.784457050376173,2.784457050376173,1.914213562373095,1.2195787943777123,1.2195787943777123,0.49279927982674443,0.49279927982674443,0.2041241452319315,0.2041241452319315,0.0,0.0,-0.48,6.854752972273345,3.52,2.52,1.5199999999999998,26.454871306650865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.731218590741754,6.578935683598497,12.999757306524504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,18.386174381174133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,18.386174381174133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076020106833881,6.923737199690624,12.310154274340253,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,0.0,0.0,1.7638888888888888,5.180555555555555,0.0,0.25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2176,0,1.3474,19.383999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0
11.430138888888889,11.430138888888889,0.5055092592592587,-1.0748379629629627,0.5404749504659038,21.53846153846154,188.183,176.087,188.079706864,74,0,0.33091197589654764,-0.37617333591963736,0.37617333591963736,0.33091197589654764,1.2307692307692308,1.7692307692307692,2.0,16.304156233210456,10.053963343501701,2.500979593027927,-2.244135598027345,2.2542727659200206,-2.441040385776493,6.057892395347669,-0.13427303293304216,2.2041316535348576,3.031556716268898,232.42286534333687,10.2236146391316,7.519564525300654,7.519564525300654,5.962760950869699,3.8175865455311313,3.8175865455311313,3.2856487868767608,3.2856487868767608,2.187970210489491,2.187970210489491,1.2793923542182541,1.2793923542182541,-1.1400000000000001,674.4642859816664,9.944317032040471,2.968248645767383,1.1816401860894217,75.35425160556626,10.213054789681411,19.000558747382314,0.0,0.0,5.907179729351506,6.031114512338072,9.694446914922299,9.694446914922299,0.0,0.0,0.0,13.847474399381248,0.0,0.0,19.802129157825057,11.938294241689578,0.0,9.799819461700956,0.0,19.38639965176459,13.461633494998969,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,50.95172724045426,4.794537184071822,0.0,13.847474399381248,0.0,0.0,0.0,0.0,81.08000000000001,30.938852989071894,9.589074368143644,0.0,0.0,4.899909730850478,4.899909730850478,13.847474399381248,0.0,0.0,0.0,10.213054789681411,0.0,0.0,24.417106481481483,17.57604166666667,-1.0748379629629627,-0.5055092592592587,-0.6666666666666667,0.0,1.837199074074074,0.0,0.7142857142857143,13,2,6,0,1,1,3,0,0,0,0,0,4,2,6,1,2,0,1,1,0,0,2.270554274110435,1,-1.0712000000000002,42.33160000000001,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0
3.463611111111111,3.463611111111111,1.75,1.75,0.41051468223900506,9.0,68.119,60.05499999999999,68.062600256,28,0,-0.04667865804740985,-0.09907712715583529,0.09907712715583529,0.04667865804740985,1.6,2.2,2.2,13.498529479967459,10.52611232402891,1.4151736150000145,-1.5574088648214728,1.6413912313084926,-1.331044624165145,4.9391985258988536,1.7431426022218086,1.4056390622295665,2.924418198172918,42.0,4.121320343559642,3.4391575887554247,3.4391575887554247,2.414213562373095,1.6522652263201558,1.6522652263201558,0.7614856834587247,0.7614856834587247,0.3285328532178297,0.3285328532178297,0.13608276348795437,0.13608276348795437,-0.52,11.245112497836532,4.480000000000002,3.4800000000000018,3.4800000000000026,32.81981342104747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.80699600410014,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,0.0,24.80699600410014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923737199690624,24.80699600410014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076020106833881,19.075777413358388,6.578935683598497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.576388888888889,5.423611111111111,0.0,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.118080000000003,0,1.7485,25.01099999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
3.5469444444444447,3.5469444444444447,0.9965277777777778,0.9965277777777778,0.4475555500220085,9.5,82.14599999999999,72.06599999999999,82.07825032,34,0,-0.017196722401644757,-0.1027707779299281,0.1027707779299281,0.017196722401644757,1.6666666666666667,2.3333333333333335,2.5,13.644943596338113,10.380315403704653,1.5721497828612425,-1.69349628736129,1.7848179722283022,-1.4798376666728854,4.84500518229911,1.3906229037109739,1.6143308351592656,2.8486759588185144,51.058650025961626,4.82842712474619,4.146264369941973,4.146264369941973,2.914213562373095,2.135428473914548,2.135428473914548,1.0934129887191781,1.0934129887191781,0.538451690550137,0.538451690550137,0.232307808352892,0.232307808352892,-0.52,20.986300857070454,5.48,4.480000000000002,3.4800000000000018,39.18475553544408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.578935683598497,18.228060320501644,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,0.0,24.80699600410014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,24.80699600410014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,19.075777413358388,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.949583333333333,5.550416666666667,0.0,0.3333333333333333,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.091733333333336,0,2.1386000000000003,29.627999999999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0
8.507012641489101,8.507012641489101,0.3700000000000001,0.3700000000000001,0.5380402798848124,10.363636363636363,158.285,136.10899999999998,158.167065324,68,0,0.043052407228889096,-0.39637656934228244,0.39637656934228244,0.043052407228889096,0.7272727272727273,1.1818181818181819,1.6363636363636365,16.249925975595467,10.090100395149069,1.8880856920778704,-1.9829591967337095,2.070505379699938,-1.831827006128816,4.441733181123969,0.2820048741318684,2.0339309928768716,2.6909155266923976,49.05865002596163,8.36396103067893,7.811174626178888,7.811174626178888,5.414213562373096,5.023334547203385,5.023334547203385,3.198480531902894,3.198480531902894,2.0116672736016925,2.0116672736016925,1.2456868753581731,1.2456868753581731,-0.04,292.8860629742695,10.96,9.96,9.960000000000003,70.81796380959506,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8694885601727,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,58.29031018309871,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,58.29031018309871,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,44.94575136048208,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.507012641489101,0.0,0.0,0.0,10.381161344167298,2.611826014343601,0.0,1.0,11,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,8,0,0,0,0,0,9.923781818181821,0,3.119400000000002,49.69580000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4.0
8.365586734693878,8.365586734693878,0.36479591836734704,0.36479591836734704,0.5441914935658748,9.75,116.204,100.07599999999998,116.120115132,50,0,0.04305240722358137,-0.39637656934229265,0.39637656934229265,0.04305240722358137,1.0,1.625,2.125,16.249923664121983,10.156927409334365,1.8355493946765933,-1.9302010202407784,1.9992919154403415,-1.8123719223305603,4.3862962203408635,0.28226080118618174,1.8088121254443208,2.53006045688352,25.019550008653873,6.242640687119286,5.689854282619244,5.689854282619244,3.914213562373095,3.5233345472033855,3.5233345472033855,2.1378203601230736,2.1378203601230736,1.2616672736016925,1.2616672736016925,0.715356789468263,0.715356789468263,-0.04,61.499612265106904,7.96,6.96,5.959999999999999,51.723137466405205,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.60702369139466,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,39.02784531432067,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,39.02784531432067,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,25.683286491704038,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.365586734693878,0.0,0.0,0.0,6.076218820861678,2.5581944444444447,0.0,1.0,8,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,5,0,0,0,0,0,6.9252,0,1.9491,35.84479999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.23
10.251207482993198,Infinity,0.13194444444444464,-0.26430555555555535,0.5269024694527379,12.777777777777779,132.159,120.06299999999997,132.078644244,54,0,0.3024738964629727,-0.4604029614577355,0.4604029614577355,0.3024738964629727,1.6666666666666667,2.2222222222222223,2.5555555555555554,16.562499876915524,10.428919579516089,2.0172501433075447,-2.0837522092671867,1.8955591225066137,-2.1681128829902043,5.656012765991613,-0.1471947109940279,1.6303242219043683,3.259231489128124,82.03910001730776,7.276020881938894,6.009201921767763,6.009201921767763,4.163902460147014,2.8264725355715434,2.8264725355715434,1.8753917727824794,1.8753917727824794,0.7685228312386286,0.7685228312386286,0.5520464161181813,0.5520464161181813,-0.5700000000000001,66.8432930980791,8.43,4.322705118842072,5.298665784655422,54.95257415887011,9.473725907600098,6.103966387748303,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,14.033534740968157,6.606881964512918,14.268263091671919,5.969305287951849,0.0,0.0,0.0,19.95144078712955,13.716679505790452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7899511814906,14.268263091671919,0.0,13.847474399381248,0.0,0.0,0.0,0.0,35.53,0.0,4.794537184071822,0.0,12.073271675700152,6.606881964512918,0.0,6.923737199690624,14.033534740968157,0.0,0.0,9.473725907600098,9.453935185185184,0.0,10.251207482993198,0.0,0.0,-0.26430555555555535,0.0,-0.13194444444444464,3.621666666666667,1.5694406651549508,0.8333333333333334,9,0,3,0,0,0,0,0,0,0,1,0,3,0,3,0,3,0,0,0,0,1,4.048933794648741,0,0.5844,33.10399999999999,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5
8.468954790249434,8.468954790249434,0.36882716049382713,0.36882716049382713,0.5446193762686498,10.2,144.258,124.09799999999997,144.15141526,62,0,0.04305240722888908,-0.39637656934228244,0.39637656934228244,0.04305240722888908,0.8,1.3,1.8,16.249925222858444,10.106046944196422,1.87502819430455,-1.9699260433180419,2.053292839740624,-1.8272204641447032,4.428013034612784,0.2820281809206044,1.9671544718900458,2.6476048489438337,40.0,7.6568542494923815,7.10406784499234,7.10406784499234,4.914213562373096,4.523334547203385,4.523334547203385,2.8449271413096207,2.8449271413096207,1.7616672736016925,1.7616672736016925,1.0689101800615364,1.0689101800615364,-0.04,175.07674799821407,9.96,8.960000000000003,7.960000000000003,64.45302169519843,5.106527394840706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.448666937246685,6.4208216229260096,6.606881964512918,0.0,5.106527394840706,0.0,0.0,0.0,0.0,51.8694885601727,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.713409359353623,0.0,0.0,51.8694885601727,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,0.0,6.606881964512918,6.4208216229260096,38.524929737556064,0.0,0.0,6.923737199690624,5.106527394840706,0.0,0.0,0.0,8.468954790249434,0.0,0.0,0.0,8.93233418367347,2.5987110260770976,0.0,1.0,10,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,7,0,0,0,0,0,8.924160000000004,0,2.7293000000000016,45.078800000000015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1.2
